repo_name,pull_count,star_count,is_official,image_id,image_size,distro,distro_version,layers,packages,files,package_files,description
carina/consul,110106,0,false,aac599bcad73,28741120,busybox,v1.24.2,7,1,405,405,Consul image used by Carina.
iserko/cyclops,110017,1,false,6a5b6d399a5b,469440000,ubuntu,14.04,13,313,26571,21911,Cyclops is meant to be a high performance barrier in front of sentry
vfabrizi/address_service,109993,0,false,479e161da966,164281856,alpine,3.4.6,4,35,1681,1681,
spiped,109894,9,true,4b04c596c08e,141101568,debian,8,7,115,8452,7679,Spiped is a utility for creating symmetrically encrypted and authenticated pipes between sockets.
owncloud/wordpress,109837,1,false,e88e27edae9b,514847744,ubuntu,16.04,10,288,22273,17143,Simple WordPress image for our websites
luzifer/sftp-share,109833,6,false,74bebb92e8ed,266233344,ubuntu,14.04,9,225,18726,15939,
hdsydsvenskan/mechanismo-resource,109725,0,false,deed08d1d52d,24749056,buildroot,2016.08-git,4,0,2362,2362,Concourse resource for triggering Mechanismo deploys
yaleh/finalspeed-shadowsocks-server,109711,5,false,d1098ad051fc,761119744,ubuntu,14.04,15,463,27141,22274,Shadowsocks server wrapped with FinalSpeed
phartz/ubuntu,109694,0,false,9bf0ad0d0d21,193162240,ubuntu,16.04,6,132,9273,7797,
containership/containership,109596,0,false,50c0998234cb,233331200,alpine,3.5.0,6,38,47515,47515,
hbpmip/portal-frontend,109551,2,false,b783ea3bbf06,130112512,alpine,3.4.3,8,31,7312,7312,Docker image for Portal Frontend
sokpapi/subscription_microservice,109511,0,false,de8ce1edf428,467516416,ubuntu,14.04,18,299,24457,19955,subscription micro service
ehazlett/docker-proxy,109439,6,false,5bb5104e9395,12046848,alpine,3.3.0,4,11,448,448,
dachs/cf-testing-buildpacks,109399,0,false,34806d061372,769153024,debian,8,22,373,27534,21072,
aptalca/docker-jdownloader2,109391,16,false,a1c2d38de191,1431694336,ubuntu,14.04,18,479,42219,35124,JDownloader2 with full gui in the web browser (+myjdownloader web access)
kuberdock/mysql,109265,1,false,b5e363a03ca4,391748608,debian,8,12,118,9879,9077,This is a fork of official MySQL image with optional support for automatic memory configuration.
starkandwayne/bosh-errand-resource,109235,0,false,3985500ad3b8,78883328,buildroot,2015.02,6,0,12506,12506,
linode/lamp,109131,96,false,2359fa12fded,383428608,ubuntu,14.04,8,234,15175,13320,LAMP on Ubuntu 14.04.1 LTS Container
gpul/labs-landing,108997,0,false,76260fd2cfa0,251501568,debian,8,4,140,11456,9753,This is the GPUL Labs landing page for static deployment.
stacksware/collector_staging_neel,108743,0,false,f8a0bd9cb819,1118237696,ubuntu,12.04,47,485,38464,30001,Personal staging collector container for Neel
stffabi/watchtower,108519,0,false,c08056369325,8954880,Unknown,0,6,0,16,16,Fork of centurylink/watchtower with some extended features.
stacksware/registrar_staging_neel,108517,0,false,e65b9c6614c1,1115549184,ubuntu,12.04,45,436,54032,26041,Personal staging registrar container for Neel
mschlimb/docker-slave,108401,0,false,39d243fef6ce,663060480,ubuntu,14.04,8,468,27551,22348,Docker Slave for SVN based builds
alerta/alerta-web,108233,9,false,f0ca3f01e5e0,750457856,ubuntu,16.04,15,268,23979,18376,
dit4c/dit4c-container-nltk,108089,1,false,5fc8f668007a,813309952,debian,8,22,363,37410,26058,DIT4C image for NLTK
lphoward/fake-s3,108038,27,false,4e02458e1040,174811136,debian,8,4,117,11015,9002,Deploys fake-s3 in a Docker container.
twnel/nginx-sky,107950,0,false,d7ab4d8e4d5b,353376768,ubuntu,16.04,20,215,13849,10896,
h0tbird/jenkins,107919,1,false,2932e2384f86,662391808,centos,7,7,274,17682,17218,
cfcommunity/pipeline-task-swift-buildpack,107889,0,false,bd128c33c721,569588736,ubuntu,15.10,8,314,25124,20916,
clutteredraisins/bosh-errand-resource,107831,0,false,9c3f2d05f42a,78810112,buildroot,2015.02,7,0,12488,12488,
universalcore/unicore-cms-ffl,107783,0,false,5d41cb7b558b,798366208,debian,8,16,353,34574,18944,
dit4c/dit4c-container-gephi,107724,1,false,152d89b20353,921445376,centos,7,29,327,32479,31748,Gephi container for DIT4C
dingotiles/dingo-standalone-hub-pipeline,107502,0,false,2d46e0f5dd56,947131904,debian,8,14,390,37073,21821,
medallia/mesos-master,107472,0,false,42e1ac721e12,529951744,ubuntu,14.04,12,281,19689,15939,Docker image that launches an Apache Mesos Master process
coco/docker-gc,107369,0,false,b341560ff7a9,23260160,alpine,3.2.3,3,19,1033,1033,Coco fork of spotify/docker-gc
oracle/oraclelinux,107305,34,false,0ab6b39e8857,233593856,ol,7.3,1,188,11877,11768,Oracle Linux is an open-source operating system suitable for general purpose or Oracle workloads.
phonemob/scala-testing,107048,0,false,21021ad2d046,736963072,debian,8,12,331,22418,17384,Image for testing Scala services.
frekele/maven,106723,8,false,6a8c526f5688,567130624,debian,8,12,135,11944,8330,docker run --rm --name maven frekele/maven
geowa4/base-node-api,106713,0,false,18b81f1d28a1,45962240,alpine,3.1.2,9,20,9831,9831,https://github.com/geowa4/base-node-api
xint/heroku-phantomjs,106355,1,false,f8a9e4c4d304,1876668416,ubuntu,14.04,24,920,61187,48721,Latest PhantomJS build for Heroku.
loggregator/ubuntu-base,106287,0,false,ee12e3549b8c,702800384,ubuntu,16.04,5,345,32655,27008,
ppc64le/hello-world,106279,0,false,2188c9d55c10,12288,Unknown,0,1,0,13,13,Hello World! (an example of minimal Dockerization)
dkron/dkron,106083,7,false,6520c8047bfa,81427456,alpine,3.5.2,2,20,4043,4043,"Dkron - Distributed, fault tolerant job scheduling system"
willdurand/logstash-forwarder,106055,7,false,7665e71f6063,409664000,debian,7,12,160,21022,14990,
intellify/node-build-deps,105990,0,false,ae983a293f02,1063163392,debian,8,16,372,58428,21069,
cloudfoundry/busybox-alice,105960,0,false,4a1c83175501,2676224,buildroot,2014.02,5,0,385,385,
openshift/openvswitch,105854,0,false,de006274540f,436886528,centos,7,6,255,15731,15027,
geminisystems/bahmni-apache,105353,0,false,497cfaf3db67,379799552,centos,7,28,148,13562,13458,
simonluijk/ecs-service-registration,105213,0,false,a41a5d9a1ac2,508113920,debian,8,6,251,23048,18322,
nvucinic/nginx,105102,3,false,d45c8fd77fd8,259170816,debian,8,11,151,9928,8934,Simple nginx image
pivotalturbo/java-spring-boot,104924,0,false,05d98e0d3079,2406360064,debian,8,9,317,78539,19278,Java 8 Spring Boot 1.3.4.RELEASE Gradle 2.12
yaronr/haproxy-confd,104910,13,false,7cc29fb43138,237461504,debian,7,8,144,13296,11114,HAProxy with zero-downtime reconfiguration based on etcd
jingchaoluan/datagene,104887,0,false,d59f319b0d4e,146471936,alpine,3.4.4,6,35,1685,1685,Generating numbers randomly and stop when the sum of those numbers over the fixed threshold.
skippbox/hyperkube,104848,0,false,8c5754cb033a,260036608,debian,8,12,112,9318,8035,Kubernetes hyperkube image with runner wrapper
maluuba/jetty,104818,2,false,e2cc4b63b9d6,754838528,ubuntu,14.04,25,438,26272,18970,
linuxserver/resilio-sync,104770,7,false,14a15a223f7f,41275904,alpine,3.5.2,5,28,5404,5404,"A Resilio Sync container, brought to you by LinuxServer.io. "
yujiod/minecraft-mineos,104733,11,false,b4e67aaf1a2f,450778112,ubuntu,14.04,15,294,23864,19392,
toughiq/mariadb-cluster,104328,9,false,e8eed0447dc5,403996672,debian,8,14,191,12364,10748,Dockerized Automated MariaDB Galera Cluster - Built for use with Docker 1.12+
ocaml/opam,104231,6,false,f1528b96f9a4,1324092416,debian,8,5,314,97268,23408,OPAM Dockerfiles of various combinations of OS/OCaml versions
appiriodevops/ap-memberprofile-migration,104230,0,false,9e647bd28ef9,888420352,centos,6,33,199,19486,18719,
byrnedo/alpine-curl,104219,4,false,ecd48a028167,6751744,alpine,3.4.6,2,15,991,991,Alpine linux with curl installed and set as entrypoint.
basi/grafana,104138,0,false,84d5ac914dfb,300706816,debian,8,5,136,13288,11858,Grafana with some limited automated data sources creation. 
codeception/codeception,103936,8,false,92dfcc356ccd,478596096,debian,8,18,176,22463,13158,Official Codeception Docker Image
falkonry/fluent-splunk,103920,0,false,dee33fbd9e0e,590770176,ubuntu,14.04,9,236,40658,36609,Docker image to send logs from fluentd daemon running inside kubernetes cluster to splunk.
jolicode/phpenv,103764,6,false,05bcb88c933f,652290048,ubuntu,12.04,13,405,28206,24325,
joeybaker/syncthing,103718,2,false,b538692ffda8,199748096,ubuntu,15.10,10,130,9366,7821,
datadrivenhpc/slurmctld,103617,1,false,1c3041b186ac,1081622016,ubuntu,16.04,31,337,38586,26599,SLURM Master Node
linuxserver/pydio,103612,16,false,39a19ed47352,200141824,alpine,3.5.2,7,144,7791,7791,"A Pydio container, brought to you by LinuxServer.io. "
schoolscout/journal2gelf,103602,0,false,924973417c43,414263296,debian,8,4,249,21333,18282,
xataz/sickrage,103572,2,false,b24731c7cf15,223021568,alpine,3.5.2,4,40,11572,11572,sickrage image with alpine
hivesolutions/budy,103563,0,false,72a4511184d0,301474304,alpine,3.5.2,8,60,15084,15084,Simple e-commerce infra-structure.
pataquets/openstack-dashboard,103426,2,false,b6382bf7a2ea,341113856,ubuntu,14.04,12,287,30118,24374,
totem/docker-nrpe,103417,4,false,c7d220cf3365,335432704,debian,8,16,247,15159,12244,Docker NRPE Server
centurylink/ruby-base,103262,4,false,fe399991a2f3,364962816,debian,7,10,149,20665,15321,"Debian-based Docker image containing stable versions of Ruby, RubyGems and Bundler."
hurricane/ubooquity,103218,5,false,28ad70a06a09,506207744,Unknown,0,5,0,17025,17025,Containerized version of ubooquity.
chidokato/ubuntu_node,103209,1,false,d016834d395c,309823488,ubuntu,14.04,12,223,18522,15648,Node-ready environment on Ubuntu
ingensi/play-framework,103114,59,false,9ff26d58c9cd,1767243776,centos,7,18,137,21317,21159,"Providing typesafe activator, designed to launch play applications (multiple versions)"
madageomapping/arm-alpine_postgis_9.5.4_2.2.2,102665,0,false,500bbd3f2ea0,341455360,alpine,3.2.3,9,41,3014,3014,
anchorfree/cron-arcontent,102491,0,false,5b71beafc454,490095616,centos,6,7,176,16802,16091,A container which run rsync to fetch arcontent data to /data/arcontent
katacoda/docker-http-server,102316,0,false,0d6ee549ae13,7600640,Unknown,0,1,0,13,13,
ethicaljobs/not-for-profit-people,102298,0,false,757f614a3ed6,895305728,alpine,3.4.6,20,52,17277,17277,not-for-profit-people 2016 wordpress site
dit4c/dit4c-container-fsl,102204,0,false,e9c3cffd5d1d,938099200,debian,8,26,491,29270,23741,DIT4C container for FSL
cloud9/shared,102050,0,false,df8e66aeb844,2281585664,alpine,3.4.0,76,0,182404,182404,Cloud9 shared space
richardkdrew/csharp-exe-run,102030,0,false,6119df892071,41686528,buildroot,2014.02,9,0,369,369,
tcpcloud/jenkins,101945,0,false,3718ae52c383,835549184,debian,8,23,315,22254,17634,
johnae/pritunl,101671,10,false,4ec915a8e9ea,462853120,ubuntu,14.04,12,273,19095,14810,
mtneug/spate-demo,101651,1,false,f495c3dc06cb,270502912,alpine,3.4.6,9,12,8824,8824,Demo application that showcases spate
jrottenberg/ffmpeg,101582,81,false,043a5c1c8342,216559104,ubuntu,16.04,7,114,9229,7581,ffmpeg version 3.2 Copyright (c) 2000-2016 the FFmpeg developers
aequitas/ftp-resource,101530,3,false,9f893e488d97,101897728,alpine,3.3.1,13,18,6932,6932,Concourse resource to interact with FTP servers.
cockroachdb/postgres-test,101456,0,false,edd83d42e064,1142642688,debian,8,20,425,39319,31900,"An environment to run the CockroachDB acceptance tests in various languages (php, node, java, etc)"
hivesolutions/jenkins_slave,101412,0,false,ea31209c5dab,503461376,alpine,3.5.2,7,120,16706,16706,Slave container to be used in jenkins.
pivotaldata/plr_centos5_ci,101383,0,false,b1834969c150,1781215232,centos,5.11,14,350,75077,74457,
masondockertest/supercalculator,101327,0,false,0d187b186f21,279571456,debian,8,8,132,11030,8130,Calculator web application
emakital/avia-odoo,101135,0,false,485c482dc22b,1017298432,debian,8,14,278,47770,43015,Odoo version for Aviapartio
3ld0n/aws-controller,101119,0,false,b16e7af68402,565699584,centos,6,12,229,16778,16085,
k2nr/rails-docker-sample,101037,0,false,af8d825e1c57,867354112,debian,8,31,384,33910,21714,sample
mkobit/nifi,100970,17,false,f98f897b8c01,1082485248,debian,8,8,166,11154,9186,Unofficial Apache NiFi (https://nifi.apache.org/) image
euank/gunpowder-memhog,100785,0,false,9021abd7aa34,132594176,debian,8,4,104,8237,7529,
coreyja/glassy-collections,100758,0,false,f219db103a74,1273615360,debian,8,14,382,47199,21699,Glassy Collections
tompscanlan/alpine-headless,100709,0,false,0de283a991c7,71490048,alpine,3.3.0,18,33,6314,6314,
sshanker1/appwars,100518,0,false,87571979f2cf,1265426432,centos,7,21,271,40262,39263,
jupyter/nbviewer,100466,8,false,427b4b6694da,762239488,debian,8,12,337,43870,22283,Jupyter Notebook Viewer
webdevops/php-nginx,100464,75,false,16862e023650,768549376,ubuntu,16.04,15,341,34647,26259,Nginx with PHP-FPM
hypriot/rpi-dockerui,100459,46,false,8d1683f6e7af,4769792,Unknown,0,3,0,41,41,An ARM compatible Docker image of https://github.com/crosbymichael/dockerui
mrjin/shadowsocks,100411,7,false,f187aa43fe14,17607168,alpine,3.4.4,2,13,479,479,shadowsocks服务一键部署
avvo/docker-image-resource,100410,0,false,eca712a22623,101106176,buildroot,2016.05,8,0,2488,2488,Avvo's docker-image-resource
ukti/data-hub-prototype,100348,0,false,0efad0a8de90,869374464,debian,8,13,376,59327,21201,datahub frontend
circleci/nomad-metrics,100119,0,false,05fada3f4fe9,647678464,ubuntu,14.04,12,239,18688,13488,
tobbenb/makemkv-rdp,100116,6,false,f1ec4a0e5e88,2717519872,ubuntu,14.04,15,513,51037,35528,
samueldebruyn/debian-git,100036,8,false,2b182d0113af,170279936,debian,8,4,179,8695,7151,a minimal docker container with debian and git
labexp/buses-api,99892,0,false,4a9a13c0a7df,494423552,ubuntu,16.04,9,209,29890,18280,API backend para proyecto de datos abiertos buses
amcsi/szeremi,99583,1,false,0d9f9d467671,846697472,debian,8,13,376,56504,21207,Szeremi project's automated build
wonderfall/searx,99419,11,false,ac0afe5eed4e,123718144,alpine,3.5.0,4,32,10105,10105,Searx meta-search engine.
corfr/subgit,99079,2,false,ef3cb4f02862,412722176,debian,8,12,219,14049,12137,Simple way to deploy a subgit service to migrate from SVN to Git
tepxi/static-fp,98975,0,false,92f9f734c03b,44682752,alpine,3.5.2,6,17,1410,1410,The static website for tEp
tepxi/lates,98928,0,false,90e36fe8a0cc,246469632,alpine,3.4.6,9,12,8127,8127,Container for the tEp lates server
blacklabelops/jobber,98921,8,false,39bd3cf4b636,32487424,alpine,3.4.6,6,18,3242,3242,Jobber Container For Executing Cron Jobs.
linuxserver/musicbrainz,98891,7,false,706dff8066a5,449263616,alpine,3.5.2,6,70,63764,63764,"A MusicBrainz container, brought to you by LinuxServer.io. "
universalcore/unicore-cms-mama,98704,0,false,1384f6b48cd3,805860864,debian,8,10,353,34228,18944,
bidibi/graylog2-server,98569,1,false,2025a820ed52,447336448,debian,8,19,216,14317,11710,Graylog 2 server for CoreOS with skydns
linuxserver/duckdns,98399,7,false,e060c835c014,25896960,alpine,3.5.2,5,26,5393,5393,"A DuckDNS container, brought to you by LinuxServer.io. "
hivesolutions/cameria,98294,1,false,ad04e166a262,263210496,alpine,3.4.4,6,50,14294,14294,Simplified web based camera visualization system.
zopanix/factorio,98263,27,false,6c88158c322d,107881472,alpine,3.3.3,6,19,5399,5399,"Factorio Server, Simple to use and lightweight"
everpeace/sbt-ivy-cache,98139,0,false,e6b3da8a3344,256182784,Unknown,0,1,0,1857,1857,
relintdockerhubpushbot/cfd-enable-docker-diego,98103,0,false,88b222ecd7f9,390882304,ubuntu,14.04,8,227,19184,17068,
komand/python-plugin,97995,1,false,729d97cd0bf8,431400960,debian,8,6,216,18228,14243,Komand Python SDK
fnichol/ngrok,97985,7,false,23ef9294f784,20433408,alpine,3.4.3,4,12,988,988,"A Docker image for ngrok, introspected tunnels to localhost"
siphanbou/documentation-site,97948,0,false,671be9c7a3cc,191811584,debian,8,18,140,11230,9736,"""A high-performance Nginx base image to serve static websites"""
andrewrothstein/docker-zookeeper,97943,0,false,a201f4ea0a8f,407199744,debian,8,13,219,16197,11754,
hyness/spring-cloud-config-server,97899,5,false,0db6d39588bd,141783040,alpine,3.5.2,9,59,4715,4715,A docker image of Spring Cloud Config Server
linuxserver/quassel-core,97787,12,false,0314ff1c8437,135435776,alpine,3.5.2,5,70,6488,6488,"A Quassel core container, brought to you by LinuxServer.io. "
snoyberg/haskellers,97768,0,false,bda2d3edc2e1,997063168,ubuntu,14.04,19,439,29084,23417,haskellers.com
amlodzianowski/apache,97640,0,false,618aeaa8191f,266231808,ubuntu,14.04,7,236,16112,13859,
andreasjansson/collectd-write-graphite,97585,16,false,a6a3036f943c,1051505152,ubuntu,16.04,13,431,39230,34255,Basic collectd-based server monitoring. Sends stats to Graphite.
keyz182/mongoinflux,97531,0,false,c998b9c08c5a,547016192,ubuntu,14.04,30,324,33559,23054,
vidazoohub/marathon-redis-autoscale,97493,0,false,d61a2f9b2aa3,85107200,alpine,3.4.6,5,32,7245,7245,autoscale worker tasks based on redis size
cfgarden/with-volume,97238,0,false,b6e4ef47b856,1341440,busybox,v1.24.1,7,1,392,392,https://github.com/cloudfoundry/garden-dockerfiles
aidevops/ec2_tag,97100,0,false,0578b55e2240,11631616,Unknown,0,2,0,532,532,
hivesolutions/story,97080,0,false,3e72a95e2cc7,262409728,alpine,3.4.4,7,50,14182,14182,Simple S3 clone built on Appier.
ingensi/dockbeat,96968,6,false,5eab056de1be,845933568,debian,8,13,189,34978,14717,Dockbeat is an Elastic Beat to monitor a Docker daemon (New name for the Dockerbeat project). 
tutum/buildstep,96951,23,false,6fe8193148d5,1313396736,ubuntu,14.04,14,914,55887,48099,Convert your application into a self-sufficient image using Heroku's buildpacks. Use it as a base image (FROM tutum/buildstep) or pass in your app's git repo URL as the GIT_REPO environment variable.
publicisworldwide/redis-cluster,96950,1,false,241375264fbf,189676544,debian,8,9,118,9356,8032,Custom Redis image to create clusters.
hivesolutions/pushi,96816,0,false,2999403fa814,262613504,alpine,3.4.4,7,50,14215,14215,Simple yet powerful infra-structure for handling of websocket connections.
engineerbetter/cf-cli-ruby,96746,0,false,69163f991070,724050944,debian,8,9,375,28124,21159,
bigbam505/octo-tools,96715,0,false,415e020e2b6b,839050752,debian,7,21,543,26406,21557,Octo.exe in docker form running on mono
roninkenji/dropbox-docker,96698,0,false,b7cba78d1538,488371712,slackware,14.1,12,0,22731,22731,Dropbox in Slackware userspace
dingotiles/dingo-prometheus-pivotaltile-pipeline,96681,0,false,77b1ea88a6a9,1615389696,ubuntu,15.10,11,373,91270,23072,
ehazlett/docker-demo,96551,0,false,f3e7d8265437,8688128,Unknown,0,3,0,39,39,Quick and very small demo application
mace/ddclient,96510,4,false,a622375fcc46,329528832,ubuntu,14.04,15,261,17706,14507,ddclient with gmail-relay
projectatomic/atomicapp,96436,10,false,6202818dc662,301129728,centos,7,7,181,12365,12238,Base image for atomicapp applications
